,sensor14,sensor3,sensor9,sensor7,sensor11,sensor21,sensor15,sensor12,sensor4,RUL
8828,8138.73,1584.32,9060.24,554.62,47.16,23.3771,8.378,522.34,1390.82,222
8829,8138.38,1585.18,9064.02,554.76,47.21,23.4367,8.4236,522.72,1396.24,221
8830,8136.86,1582.79,9060.26,554.65,47.37,23.4498,8.4049,522.28,1398.65,220
8831,8139.44,1589.08,9064.85,554.37,47.13,23.4994,8.3863,522.39,1399.04,219
8832,8145.08,1592.73,9064.66,554.09,47.11,23.361,8.4093,522.35,1398.42,218
8833,8142.67,1587.55,9059.85,553.54,47.16,23.4235,8.3806,522.85,1400.02,217
8834,8137.32,1582.52,9052.98,554.6,47.13,23.4005,8.4034,522.81,1402.52,216
8835,8132.46,1586.78,9055.5,553.82,47.19,23.437,8.4117,522.0,1402.66,215
8836,8136.29,1580.61,9057.95,555.52,47.14,23.3629,8.4056,522.59,1402.43,214
8837,8137.39,1587.01,9054.4,554.43,47.17,23.5208,8.4038,522.04,1398.94,213
8838,8137.85,1585.31,9061.58,554.9,47.44,23.427,8.3807,522.32,1400.49,212
8839,8142.3,1582.99,9056.6,554.82,47.16,23.4351,8.3736,522.39,1397.49,211
8840,8140.63,1585.1,9058.95,553.85,47.13,23.4145,8.3888,521.72,1403.21,210
8841,8140.56,1587.82,9054.49,554.52,47.2,23.4633,8.4278,522.36,1394.22,209
8842,8140.86,1586.79,9058.78,554.18,47.24,23.505,8.4034,522.43,1396.17,208
8843,8142.27,1584.21,9061.49,554.75,47.24,23.4069,8.4296,522.66,1402.59,207
8844,8142.49,1583.42,9061.67,554.32,47.34,23.3023,8.4445,521.85,1399.0,206
8845,8139.46,1585.09,9061.15,555.13,47.2,23.4149,8.428,522.15,1397.22,205
8846,8140.83,1584.31,9056.88,554.59,47.26,23.4191,8.3764,522.22,1402.92,204
8847,8136.91,1586.15,9056.28,554.33,47.31,23.3947,8.4132,521.84,1393.6,203
8848,8146.28,1585.71,9073.82,554.83,47.19,23.3755,8.4257,521.58,1403.39,202
8849,8139.52,1587.89,9061.45,554.8,47.28,23.3852,8.3781,522.08,1399.69,201
8850,8140.97,1583.58,9058.45,553.72,47.34,23.4338,8.4136,522.27,1392.32,200
8851,8144.0,1577.48,9064.05,554.91,47.19,23.3452,8.4312,522.65,1396.11,199
8852,8136.39,1587.2,9058.52,554.1,47.01,23.3554,8.3996,522.56,1394.52,198
8853,8142.08,1593.24,9059.68,554.62,47.15,23.4432,8.3855,522.69,1398.98,197
8854,8142.65,1591.28,9054.93,553.38,47.22,23.5082,8.3936,522.68,1394.38,196
8855,8143.37,1575.38,9063.35,554.02,47.33,23.3564,8.3987,522.21,1396.3,195
8856,8149.48,1583.99,9059.58,554.93,47.26,23.4079,8.3672,522.2,1396.19,194
8857,8141.73,1588.73,9060.93,554.92,47.17,23.4825,8.3875,522.71,1397.2,193
8858,8136.95,1579.38,9063.85,554.16,47.17,23.4313,8.4214,522.65,1393.84,192
8859,8141.47,1580.93,9060.5,553.97,47.06,23.4221,8.431,522.56,1403.07,191
8860,8143.12,1582.64,9066.32,554.29,47.29,23.3565,8.3816,521.91,1397.46,190
8861,8139.79,1586.12,9049.32,553.55,47.33,23.4361,8.4051,522.53,1407.56,189
8862,8144.48,1581.71,9060.4,554.45,47.19,23.4764,8.3639,522.19,1395.15,188
8863,8144.02,1581.09,9059.13,554.3,47.33,23.4367,8.4124,522.18,1395.81,187
8864,8140.13,1596.28,9057.66,554.94,46.99,23.3993,8.4089,522.8,1400.05,186
8865,8142.88,1579.76,9057.89,554.91,47.3,23.3726,8.4163,522.08,1399.9,185
8866,8136.08,1589.85,9056.23,554.79,47.37,23.3318,8.393,521.97,1398.18,184
8867,8144.54,1587.78,9065.99,554.82,47.12,23.4898,8.4226,522.3,1406.88,183
8868,8142.38,1588.06,9053.02,553.81,47.04,23.2357,8.3945,521.83,1408.11,182
8869,8140.39,1586.19,9062.57,554.8,47.07,23.5176,8.3922,522.05,1403.82,181
8870,8142.05,1583.52,9054.07,554.94,47.05,23.4025,8.4117,522.4,1399.72,180
8871,8141.0,1583.0,9058.98,554.76,47.31,23.4126,8.3493,522.06,1396.77,179
8872,8144.3,1582.61,9056.35,555.11,47.23,23.441,8.3787,522.13,1396.5,178
8873,8143.03,1586.46,9058.01,554.8,47.28,23.4919,8.3866,522.3,1399.42,177
8874,8139.3,1584.89,9057.38,554.02,47.25,23.4484,8.4097,522.26,1396.54,176
8875,8134.27,1583.75,9056.13,554.8,47.16,23.3395,8.4213,522.53,1407.25,175
8876,8142.83,1578.57,9061.87,554.67,47.26,23.4499,8.4054,522.48,1401.64,174
8877,8137.87,1585.51,9061.75,554.29,47.33,23.3118,8.394,522.36,1402.18,173
8878,8146.31,1586.77,9055.0,553.89,47.39,23.297,8.4105,521.86,1397.6,172
8879,8144.18,1583.17,9053.83,554.56,47.15,23.4152,8.3803,522.14,1401.49,171
8880,8139.78,1585.1,9061.72,553.9,47.13,23.3292,8.3626,522.1,1401.22,170
8881,8142.67,1577.48,9067.01,554.08,47.14,23.2666,8.4056,522.21,1397.32,169
8882,8141.52,1584.29,9059.92,554.49,47.09,23.4295,8.4446,522.31,1402.9,168
8883,8143.38,1585.92,9057.27,554.48,47.25,23.418,8.3874,522.03,1400.32,167
8884,8138.33,1583.33,9058.08,554.9,47.32,23.4245,8.4117,522.06,1397.15,166
8885,8137.13,1582.65,9059.8,554.31,47.28,23.3558,8.4373,521.61,1395.06,165
8886,8139.71,1586.37,9057.2,553.51,47.33,23.4494,8.4096,522.18,1391.34,164
8887,8140.76,1583.12,9054.91,554.0,47.21,23.3974,8.4084,522.18,1399.69,163
8888,8139.96,1582.07,9059.23,554.06,47.49,23.3005,8.3899,522.11,1399.85,162
8889,8140.47,1589.76,9054.98,554.28,47.12,23.4605,8.392,522.44,1391.34,161
8890,8140.81,1584.95,9060.66,553.89,47.38,23.4058,8.4068,522.3,1395.81,160
8891,8141.08,1589.59,9049.64,554.61,47.13,23.3348,8.3642,521.88,1400.53,159
8892,8141.34,1582.07,9058.6,554.1,47.36,23.3921,8.3901,522.27,1401.72,158
8893,8140.95,1583.66,9058.63,554.2,47.29,23.4395,8.4466,522.17,1395.97,157
8894,8145.34,1589.3,9057.93,554.1,47.26,23.4893,8.3898,522.32,1400.26,156
8895,8138.27,1584.69,9064.03,554.96,47.31,23.402,8.4166,521.59,1402.98,155
8896,8139.34,1589.9,9054.08,554.7,47.24,23.3576,8.3912,522.66,1401.17,154
8897,8136.66,1589.09,9055.95,554.16,47.31,23.415,8.4073,521.75,1399.28,153
8898,8141.37,1586.11,9060.42,554.85,47.22,23.3154,8.3629,521.69,1398.41,152
8899,8142.52,1581.5,9060.87,553.93,47.15,23.3966,8.4275,521.6,1403.97,151
8900,8140.16,1588.31,9055.11,554.16,47.43,23.4498,8.4221,521.92,1404.25,150
8901,8139.85,1585.39,9057.05,554.71,47.25,23.322,8.4037,521.87,1403.38,149
8902,8145.32,1584.56,9065.47,554.3,47.34,23.4501,8.4204,522.47,1396.58,148
8903,8143.94,1584.41,9056.69,554.12,47.47,23.3571,8.4433,522.06,1402.55,147
8904,8141.25,1589.15,9068.88,554.23,47.13,23.3725,8.3737,522.0,1406.25,146
8905,8143.54,1578.0,9055.15,554.85,47.08,23.3686,8.3892,522.17,1409.16,145
8906,8141.14,1588.49,9052.49,553.52,47.32,23.3221,8.4228,522.33,1405.23,144
8907,8139.62,1579.88,9062.32,554.22,47.45,23.4215,8.405,522.31,1398.14,143
8908,8142.93,1584.35,9057.24,554.18,47.26,23.4489,8.4067,522.21,1403.2,142
8909,8137.15,1580.11,9051.95,553.86,47.46,23.4419,8.4094,521.87,1396.37,141
8910,8143.14,1576.85,9057.68,554.75,47.28,23.3224,8.4316,521.71,1396.1,140
8911,8138.28,1590.28,9056.82,553.77,47.38,23.4433,8.4092,521.64,1399.41,139
8912,8144.58,1585.61,9060.45,553.71,47.27,23.237,8.4099,522.19,1403.76,138
8913,8138.85,1580.69,9056.51,553.26,47.39,23.3283,8.406,522.01,1403.84,137
8914,8142.0,1589.39,9057.94,553.91,47.36,23.3124,8.4207,522.14,1402.52,136
8915,8141.2,1588.51,9063.61,553.87,47.28,23.4114,8.41,522.07,1403.22,135
8916,8139.26,1590.31,9059.45,554.02,47.29,23.3797,8.411,521.58,1402.71,134
8917,8136.81,1585.83,9060.72,553.66,47.41,23.3296,8.4331,522.22,1404.42,133
8918,8139.73,1591.26,9061.42,554.4,47.3,23.3832,8.4279,522.16,1397.0,132
8919,8138.63,1585.72,9066.73,554.1,47.17,23.2527,8.4307,521.69,1397.6,131
8920,8142.74,1584.82,9059.63,554.05,47.34,23.3214,8.3877,522.22,1401.24,130
8921,8139.11,1576.26,9054.58,553.99,47.17,23.3481,8.4641,522.28,1398.11,129
8922,8138.25,1591.44,9060.23,554.47,47.29,23.3598,8.4186,522.12,1401.05,128
8923,8143.35,1588.78,9061.19,554.45,47.22,23.402,8.434,521.17,1401.19,127
8924,8137.32,1585.19,9059.13,553.65,47.29,23.212,8.3919,521.91,1401.71,126
8925,8142.95,1590.0,9058.74,553.69,47.35,23.4089,8.3925,522.09,1402.75,125
8926,8134.18,1593.0,9058.48,554.46,47.26,23.3511,8.3925,521.69,1399.16,124
8927,8142.07,1587.8,9055.74,553.85,47.29,23.2599,8.418,522.34,1402.53,123
8928,8138.41,1584.94,9060.95,554.17,47.31,23.4341,8.391,521.79,1397.17,122
8929,8146.17,1581.75,9062.22,553.71,47.29,23.3298,8.3862,522.29,1400.67,121
8930,8138.26,1589.92,9059.0,554.14,47.3,23.3075,8.3827,521.68,1398.29,120
8931,8136.68,1584.34,9061.74,553.77,47.34,23.3635,8.4261,521.95,1394.91,119
8932,8144.75,1581.99,9053.81,554.22,47.41,23.4079,8.4179,521.78,1399.29,118
8933,8143.31,1578.2,9057.99,554.38,47.35,23.358,8.4434,522.26,1398.9,117
8934,8138.68,1585.37,9063.03,554.1,47.43,23.4183,8.3996,521.92,1402.27,116
8935,8138.24,1588.41,9057.14,553.86,47.39,23.4283,8.4176,521.65,1399.21,115
8936,8141.83,1597.06,9065.38,554.62,47.29,23.3789,8.4413,522.17,1404.14,114
8937,8139.21,1576.86,9055.04,554.41,47.32,23.306,8.4076,521.98,1410.27,113
8938,8141.47,1585.54,9061.27,554.08,47.32,23.3589,8.4529,521.82,1398.11,112
8939,8138.55,1583.38,9056.31,553.37,47.5,23.2635,8.422,522.48,1402.98,111
8940,8133.43,1585.59,9051.09,553.48,47.17,23.2654,8.4148,521.65,1400.02,110
8941,8143.02,1587.11,9062.11,553.61,47.49,23.367,8.4295,521.81,1400.17,109
8942,8145.36,1586.2,9063.75,553.69,47.41,23.3815,8.4126,522.39,1391.66,108
8943,8138.8,1599.0,9062.18,553.13,47.2,23.4244,8.44,521.73,1407.4,107
8944,8142.17,1588.86,9056.77,554.48,47.61,23.4362,8.3967,521.88,1405.9,106
8945,8141.19,1591.88,9056.38,554.14,47.37,23.3098,8.4208,521.32,1399.71,105
8946,8136.47,1589.74,9063.32,553.91,47.62,23.3182,8.4533,521.34,1406.12,104
8947,8140.67,1592.88,9059.76,553.5,47.58,23.3956,8.3802,522.04,1398.14,103
8948,8138.97,1581.87,9063.87,554.15,47.44,23.4027,8.4453,521.8,1402.48,102
8949,8135.05,1584.59,9053.83,553.29,47.47,23.3113,8.4148,522.04,1407.71,101
8950,8139.34,1582.61,9061.27,553.43,47.28,23.4514,8.4433,521.65,1406.28,100
8951,8133.51,1585.54,9055.99,553.75,47.41,23.3122,8.4057,521.78,1408.52,99
8952,8139.3,1584.83,9054.0,553.94,47.54,23.2787,8.4519,521.43,1398.19,98
8953,8137.58,1584.8,9066.24,554.21,47.45,23.4059,8.3813,521.65,1406.27,97
8954,8136.15,1590.53,9055.21,553.72,47.4,23.328,8.4205,521.66,1404.36,96
8955,8137.15,1589.13,9053.11,553.9,47.46,23.331,8.4161,522.15,1409.91,95
8956,8140.09,1584.18,9059.61,553.33,47.55,23.3498,8.4127,522.0,1403.82,94
8957,8139.77,1591.17,9058.78,553.44,47.35,23.3471,8.4454,521.96,1403.75,93
8958,8141.84,1592.86,9064.28,553.92,47.27,23.3656,8.4037,521.76,1406.39,92
8959,8145.36,1591.36,9060.84,553.8,47.54,23.3645,8.4254,521.49,1406.71,91
8960,8144.62,1589.3,9060.18,553.64,47.49,23.4135,8.4128,521.6,1413.01,90
8961,8138.09,1589.49,9050.57,553.95,47.49,23.3903,8.4458,522.22,1410.44,89
8962,8134.63,1581.13,9060.2,553.5,47.29,23.3384,8.3989,522.16,1402.62,88
8963,8139.7,1589.57,9061.79,553.42,47.43,23.1819,8.4368,521.22,1412.88,87
8964,8138.85,1584.25,9065.48,554.05,47.57,23.3698,8.4206,522.16,1401.72,86
8965,8139.63,1585.77,9059.04,554.26,47.3,23.325,8.4138,521.67,1399.5,85
8966,8135.69,1591.14,9063.83,553.46,47.33,23.3427,8.4547,520.96,1400.21,84
8967,8142.69,1590.03,9057.5,553.79,47.62,23.402,8.4195,521.6,1407.57,83
8968,8143.97,1590.89,9065.96,554.04,47.65,23.3459,8.4364,521.3,1405.46,82
8969,8141.77,1592.7,9057.99,553.66,47.6,23.335,8.4555,521.94,1410.57,81
8970,8134.99,1592.43,9060.81,554.03,47.56,23.3313,8.4429,521.53,1406.87,80
8971,8144.14,1595.76,9060.2,553.6,47.41,23.3006,8.3992,521.49,1398.33,79
8972,8136.73,1590.92,9060.55,553.51,47.42,23.1322,8.422,521.23,1404.84,78
8973,8136.92,1589.62,9066.41,553.56,47.67,23.3236,8.4571,521.33,1410.92,77
8974,8137.7,1588.08,9064.73,552.82,47.39,23.2622,8.4417,521.42,1409.72,76
8975,8131.82,1591.55,9064.51,553.69,47.51,23.3231,8.4288,521.28,1403.43,75
8976,8134.78,1590.19,9056.87,554.05,47.65,23.351,8.4341,521.07,1403.75,74
8977,8139.51,1589.82,9059.43,553.0,47.55,23.2896,8.4479,521.97,1412.53,73
8978,8131.55,1586.52,9053.34,553.06,47.51,23.2412,8.4309,521.27,1405.93,72
8979,8138.29,1588.13,9058.72,553.27,47.51,23.2541,8.433,521.38,1403.91,71
8980,8134.12,1586.31,9055.41,553.78,47.57,23.2476,8.4634,521.33,1406.41,70
8981,8137.2,1590.92,9060.57,552.86,47.55,23.1666,8.4543,521.32,1404.1,69
8982,8139.91,1592.47,9055.6,553.19,47.7,23.2724,8.4304,521.43,1401.12,68
8983,8140.0,1584.23,9049.89,552.37,47.56,23.2674,8.427,521.1,1413.48,67
8984,8134.41,1585.6,9064.48,554.27,47.73,23.3385,8.4685,521.47,1403.57,66
8985,8137.87,1594.04,9053.69,553.22,47.53,23.2851,8.455,521.47,1411.98,65
8986,8141.62,1590.97,9053.82,553.14,47.54,23.2335,8.4528,520.94,1407.14,64
8987,8136.43,1583.92,9060.05,553.51,47.62,23.3074,8.5175,521.06,1412.8,63
8988,8136.44,1590.96,9056.39,553.62,47.5,23.1438,8.4753,521.66,1405.65,62
8989,8142.79,1594.64,9060.57,553.1,47.65,23.2502,8.4465,521.44,1409.92,61
8990,8135.27,1594.68,9054.93,554.21,47.57,23.2858,8.432,520.79,1412.13,60
8991,8131.37,1585.77,9063.52,553.43,47.64,23.2423,8.4942,521.4,1410.07,59
8992,8133.56,1595.46,9056.1,553.27,47.54,23.2968,8.4578,521.54,1416.63,58
8993,8135.77,1594.03,9066.47,553.52,47.63,23.2721,8.4337,521.19,1418.39,57
8994,8138.03,1590.0,9054.92,553.48,47.66,23.2213,8.4323,520.82,1413.03,56
8995,8131.41,1597.84,9054.58,552.91,47.66,23.3409,8.4579,521.13,1410.45,55
8996,8130.53,1587.11,9057.64,552.97,47.65,23.2074,8.4453,521.27,1407.87,54
8997,8135.21,1593.95,9056.74,553.62,47.58,23.179,8.4557,520.79,1415.19,53
8998,8134.98,1590.84,9059.25,552.91,47.67,23.3654,8.4589,521.3,1408.69,52
8999,8134.13,1586.56,9055.49,553.15,47.7,23.2765,8.4431,521.16,1412.51,51
9000,8133.82,1595.42,9065.06,552.64,47.65,23.2905,8.465,521.58,1409.29,50
9001,8133.18,1583.59,9053.79,552.77,47.66,23.2375,8.4562,520.9,1414.38,49
9002,8137.29,1590.81,9058.21,553.08,47.6,23.293,8.4713,520.26,1409.99,48
9003,8139.07,1591.19,9047.88,553.19,47.76,23.2775,8.4453,521.06,1405.62,47
9004,8136.06,1593.6,9052.99,552.89,47.8,23.1658,8.4864,520.83,1413.19,46
9005,8140.84,1588.32,9061.15,552.18,47.54,23.2325,8.492,521.2,1418.27,45
9006,8138.02,1591.71,9053.66,553.51,47.54,23.1836,8.4549,520.87,1414.68,44
9007,8134.11,1593.17,9058.08,552.8,47.84,23.2152,8.4701,521.26,1412.55,43
9008,8141.92,1590.3,9060.02,552.67,47.61,23.315,8.4201,521.27,1419.95,42
9009,8136.94,1593.56,9053.16,552.66,47.87,23.265,8.4318,521.24,1414.73,41
9010,8134.67,1593.96,9056.16,552.62,47.81,23.2757,8.447,521.0,1421.8,40
9011,8135.92,1602.49,9067.55,552.77,47.83,23.2442,8.4874,520.97,1415.76,39
9012,8140.89,1596.36,9058.16,552.75,47.91,23.1174,8.4675,520.67,1424.43,38
9013,8128.12,1589.54,9063.14,552.81,47.79,23.1473,8.4757,520.47,1411.71,37
9014,8131.88,1590.47,9053.31,552.48,47.73,23.2802,8.4823,520.68,1422.97,36
9015,8127.91,1597.19,9060.67,552.76,47.91,23.2823,8.4929,520.54,1418.26,35
9016,8135.91,1593.61,9056.97,553.03,47.74,23.1989,8.4634,521.1,1416.66,34
9017,8127.96,1589.55,9057.51,553.13,47.81,23.2243,8.4472,520.3,1411.61,33
9018,8129.72,1588.82,9062.35,553.02,47.83,23.2332,8.4425,520.46,1414.86,32
9019,8131.2,1596.3,9056.12,551.71,47.98,23.1286,8.4772,520.97,1418.5,31
9020,8134.02,1596.51,9055.12,553.06,47.71,23.2365,8.47,521.12,1415.17,30
9021,8134.8,1593.94,9054.44,552.46,47.91,23.1443,8.4463,520.34,1409.57,29
9022,8134.53,1588.39,9056.58,552.45,47.76,23.0398,8.488,520.56,1413.37,28
9023,8135.05,1589.93,9054.46,551.78,47.67,23.215,8.4753,521.53,1428.51,27
9024,8132.47,1594.68,9060.34,552.46,47.94,23.1996,8.4714,520.51,1420.94,26
9025,8126.3,1593.33,9060.54,552.57,47.91,23.2047,8.5003,520.75,1423.59,25
9026,8131.66,1591.95,9055.01,552.0,47.67,23.1672,8.4727,520.35,1415.79,24
9027,8124.84,1588.18,9053.46,551.85,47.86,23.1161,8.4751,520.15,1416.7,23
9028,8129.47,1596.73,9061.94,552.29,47.82,23.1071,8.4913,520.03,1420.76,22
9029,8135.71,1603.38,9051.79,551.67,48.0,23.1439,8.4789,520.94,1420.9,21
9030,8126.39,1595.44,9061.31,551.36,47.82,23.1484,8.5282,520.21,1416.92,20
9031,8130.91,1594.62,9057.49,552.59,48.08,23.2151,8.4685,519.74,1410.64,19
9032,8131.29,1598.58,9048.05,551.54,47.98,23.2362,8.4933,519.98,1423.18,18
9033,8127.51,1597.92,9052.34,551.58,48.05,23.1421,8.4827,520.15,1422.03,17
9034,8128.39,1595.13,9054.2,551.31,47.98,23.1914,8.5196,520.42,1424.97,16
9035,8128.23,1596.83,9049.94,551.82,47.67,23.0925,8.5,520.29,1424.73,15
9036,8125.0,1600.41,9049.52,551.99,48.07,23.0289,8.4847,520.01,1427.35,14
9037,8126.34,1601.32,9054.42,551.99,48.13,23.0906,8.5032,519.72,1421.55,13
9038,8129.42,1594.24,9055.49,551.46,47.88,22.9421,8.494,520.39,1419.28,12
9039,8127.14,1603.5,9054.54,551.68,48.1,23.0752,8.4829,519.83,1422.32,11
9040,8125.87,1598.63,9052.91,551.8,48.09,23.0992,8.516,519.77,1430.25,10
9041,8125.05,1606.34,9049.92,552.26,48.06,23.1393,8.4879,519.96,1424.21,9
9042,8132.02,1596.39,9051.89,550.98,48.14,23.0529,8.5017,520.07,1427.26,8
9043,8125.79,1598.26,9048.4,551.82,48.01,23.0572,8.5045,519.37,1428.19,7
9044,8126.87,1603.89,9055.61,551.33,48.17,23.107,8.5118,519.96,1427.77,6
9045,8123.49,1601.83,9044.42,550.74,48.16,23.0447,8.5302,519.82,1426.78,5
9046,8126.53,1604.29,9053.35,551.22,48.23,22.9664,8.4992,519.83,1426.03,4
9047,8127.21,1601.35,9052.47,550.83,48.33,22.9692,8.5271,519.95,1425.3,3
9048,8122.81,1595.95,9053.98,550.5,48.11,23.0242,8.504,519.97,1430.12,2
9049,8120.71,1602.1,9057.26,550.76,48.29,23.1204,8.5249,519.99,1429.98,1
9050,8118.01,1602.57,9041.98,550.75,48.22,23.017,8.5052,519.48,1433.99,0
9051,8144.86,1581.75,9059.4,554.99,47.21,23.2883,8.4063,522.64,1402.34,213
9052,8146.92,1575.94,9065.97,555.05,47.14,23.5057,8.3743,522.29,1401.33,212
9053,8148.92,1584.8,9061.19,554.75,47.06,23.4533,8.3818,522.82,1398.87,211
9054,8148.12,1578.91,9060.55,555.21,47.12,23.4821,8.3724,523.31,1387.93,210
9055,8153.72,1591.14,9064.86,554.99,47.22,23.4283,8.3858,522.54,1397.29,209
9056,8143.69,1571.99,9060.16,553.56,47.26,23.4899,8.3724,522.6,1397.98,208
9057,8146.4,1584.89,9066.62,554.63,47.18,23.2455,8.3998,522.33,1406.01,207
9058,8146.9,1587.61,9066.85,554.31,47.13,23.517,8.3724,522.2,1397.07,206
9059,8147.68,1581.84,9061.75,554.84,47.29,23.4162,8.4158,522.55,1396.05,205
9060,8145.79,1587.28,9070.63,554.04,47.12,23.3734,8.395,522.09,1400.35,204
9061,8149.89,1577.31,9054.8,554.24,47.27,23.4639,8.3882,522.1,1398.69,203
9062,8146.83,1582.58,9061.05,554.83,47.3,23.3962,8.4187,522.16,1404.15,202
9063,8144.05,1581.81,9063.67,554.18,47.25,23.4168,8.3798,522.2,1399.37,201
9064,8147.25,1578.29,9070.42,554.21,47.13,23.4572,8.4359,522.17,1395.7,200
9065,8144.59,1590.53,9062.51,553.46,47.24,23.4858,8.3994,522.47,1396.66,199
9066,8141.08,1588.73,9066.42,555.16,47.17,23.3971,8.4188,521.96,1398.9,198
9067,8148.43,1580.17,9059.86,554.72,46.98,23.4019,8.3896,522.83,1393.7,197
9068,8149.09,1585.06,9064.85,554.32,47.05,23.495,8.4005,522.78,1400.7,196
9069,8144.83,1582.16,9067.02,554.24,47.43,23.3073,8.3767,522.82,1395.54,195
9070,8140.33,1579.78,9065.74,554.98,47.27,23.3601,8.4178,522.38,1405.51,194
9071,8144.02,1586.68,9067.49,554.13,47.11,23.3738,8.4339,522.78,1408.07,193
9072,8148.65,1588.12,9059.01,554.66,47.15,23.3644,8.3869,522.01,1398.95,192
9073,8144.33,1589.08,9074.08,554.69,47.21,23.3279,8.3818,522.28,1405.64,191
9074,8144.81,1581.26,9068.9,554.69,47.2,23.3989,8.3992,522.1,1400.66,190
9075,8144.69,1576.05,9062.56,554.12,47.11,23.5406,8.394,521.76,1397.31,189
9076,8146.25,1584.22,9065.92,554.17,47.27,23.4711,8.3941,522.44,1403.91,188
9077,8148.68,1582.95,9067.49,554.63,46.94,23.4434,8.4026,522.45,1404.14,187
9078,8145.29,1586.61,9064.2,554.85,47.27,23.3532,8.4185,522.3,1400.8,186
9079,8148.45,1582.56,9070.61,554.08,47.07,23.369,8.4059,522.27,1396.1,185
9080,8148.28,1579.53,9063.39,554.5,47.12,23.3996,8.3921,522.26,1393.06,184
9081,8145.65,1581.87,9066.92,554.89,47.17,23.4207,8.4029,522.17,1393.44,183
9082,8145.7,1583.57,9063.22,554.0,47.2,23.3922,8.3693,522.1,1392.99,182
9083,8142.85,1587.47,9064.15,554.15,47.16,23.3781,8.3755,522.44,1402.32,181
9084,8143.79,1588.71,9063.86,554.52,47.12,23.3781,8.3603,522.56,1402.53,180
9085,8146.35,1580.7,9069.29,554.51,47.38,23.4313,8.4071,522.87,1397.95,179
9086,8142.98,1582.73,9061.17,554.52,46.98,23.3941,8.42,522.62,1395.97,178
9087,8147.49,1584.72,9063.29,554.67,47.1,23.3671,8.418,522.56,1395.16,177
9088,8141.99,1585.13,9064.13,554.34,47.09,23.4132,8.3858,522.08,1399.56,176
9089,8148.28,1584.17,9068.76,554.09,47.15,23.3532,8.3963,521.83,1401.82,175
9090,8142.03,1584.92,9063.92,554.66,47.11,23.387,8.3957,521.92,1398.57,174
9091,8144.65,1587.49,9066.93,554.33,47.11,23.4207,8.4048,522.5,1395.16,173
9092,8149.27,1577.88,9065.6,554.42,47.26,23.449,8.4308,522.12,1401.27,172
9093,8148.55,1586.97,9070.42,553.92,47.11,23.4204,8.4122,522.51,1402.6,171
9094,8143.71,1587.39,9067.51,554.44,47.21,23.3873,8.3965,522.91,1397.36,170
9095,8148.63,1583.7,9066.32,554.65,47.03,23.4644,8.3898,521.88,1395.63,169
9096,8146.78,1590.31,9062.27,554.24,47.25,23.3927,8.4002,522.08,1403.93,168
9097,8146.52,1586.49,9067.96,554.6,47.12,23.3596,8.4245,522.16,1392.74,167
9098,8146.12,1589.09,9064.46,554.37,47.19,23.4083,8.421,522.3,1400.99,166
9099,8149.22,1587.69,9074.41,554.35,47.13,23.4402,8.427,522.78,1398.19,165
9100,8148.14,1582.73,9068.01,553.73,47.27,23.3386,8.363,522.04,1395.11,164
9101,8145.76,1574.52,9065.73,553.46,47.13,23.4086,8.4041,521.58,1402.21,163
9102,8143.64,1583.03,9070.87,554.16,47.31,23.3559,8.3647,522.27,1399.8,162
9103,8144.15,1579.32,9070.73,554.12,47.32,23.4945,8.4135,522.3,1401.24,161
9104,8144.48,1585.36,9059.96,554.37,47.39,23.4004,8.4136,521.42,1392.59,160
9105,8151.01,1575.47,9062.56,554.1,47.31,23.4662,8.4088,521.78,1397.11,159
9106,8145.71,1584.43,9070.0,554.55,47.12,23.4253,8.4306,522.98,1394.51,158
9107,8142.67,1586.05,9071.83,554.7,47.3,23.3678,8.4171,522.32,1400.94,157
9108,8145.8,1589.86,9066.39,554.87,47.38,23.4006,8.3847,521.97,1405.6,156
9109,8148.43,1578.76,9059.17,554.78,47.09,23.3763,8.3935,522.17,1401.18,155
9110,8147.23,1585.71,9065.73,554.52,47.21,23.4252,8.3953,522.05,1394.72,154
9111,8149.28,1584.27,9074.97,554.37,47.14,23.4099,8.4539,522.27,1408.5,153
9112,8152.3,1585.13,9068.86,554.6,47.21,23.3696,8.4505,522.19,1398.9,152
9113,8144.24,1586.03,9064.02,554.08,47.31,23.3496,8.434,522.09,1410.9,151
9114,8148.15,1584.91,9066.69,554.61,47.3,23.4677,8.4057,522.3,1394.21,150
9115,8145.5,1581.59,9063.53,553.51,47.34,23.5199,8.3789,522.02,1405.33,149
9116,8146.43,1584.11,9066.95,554.25,47.13,23.4295,8.4152,522.08,1394.33,148
9117,8147.25,1583.78,9063.9,554.14,47.41,23.4957,8.409,522.43,1400.62,147
9118,8146.22,1583.42,9066.72,554.45,47.28,23.4111,8.4,522.55,1392.88,146
9119,8146.24,1584.51,9064.23,554.27,47.41,23.4571,8.3737,521.9,1390.08,145
9120,8149.31,1582.76,9067.28,554.27,47.21,23.3884,8.4088,522.28,1403.26,144
9121,8146.52,1582.75,9063.79,553.68,47.02,23.4067,8.3785,522.21,1396.32,143
9122,8148.01,1578.69,9061.26,553.59,47.07,23.4144,8.432,521.7,1402.9,142
9123,8146.09,1580.98,9067.24,554.15,47.35,23.4314,8.3851,522.09,1404.29,141
9124,8146.03,1584.17,9065.72,554.62,47.29,23.3813,8.3904,522.32,1392.6,140
9125,8148.32,1584.61,9065.57,554.44,47.37,23.3573,8.4389,523.06,1400.37,139
